order_id,Week_Start,pizza_id,quantity,unit_price,total_price
35,2015-01-01,thai_ckn_l,1,20.75,20.75
36,2015-01-01,bbq_ckn_m,1,16.75,16.75
36,2015-01-01,classic_dlx_m,1,16.0,16.0
37,2015-01-01,ital_supr_l,1,20.75,20.75
37,2015-01-01,mexicana_l,1,20.25,20.25
38,2015-01-01,hawaiian_s,1,10.5,10.5
38,2015-01-01,ital_cpcllo_l,1,20.5,20.5
39,2015-01-01,ital_supr_l,1,20.75,20.75
40,2015-01-01,four_cheese_l,1,17.95,17.95
40,2015-01-01,southw_ckn_s,1,12.75,12.75
41,2015-01-01,four_cheese_m,1,14.75,14.75
41,2015-01-01,green_garden_s,1,12.0,12.0
42,2015-01-01,big_meat_s,1,12.0,12.0
42,2015-01-01,five_cheese_l,1,18.5,18.5
42,2015-01-01,mexicana_l,1,20.25,20.25
42,2015-01-01,peppr_salami_m,1,16.5,16.5
43,2015-01-01,ckn_alfredo_m,1,16.75,16.75
43,2015-01-01,ital_supr_m,1,16.5,16.5
43,2015-01-01,peppr_salami_l,1,20.75,20.75
44,2015-01-01,spin_pesto_s,1,12.5,12.5
45,2015-01-01,four_cheese_l,1,17.95,17.95
45,2015-01-01,hawaiian_s,1,10.5,10.5
45,2015-01-01,thai_ckn_m,1,16.75,16.75
46,2015-01-01,ckn_pesto_l,1,20.75,20.75
46,2015-01-01,classic_dlx_l,1,20.5,20.5
46,2015-01-01,thai_ckn_m,1,16.75,16.75
47,2015-01-01,southw_ckn_l,1,20.75,20.75
47,2015-01-01,veggie_veg_s,1,12.0,12.0
48,2015-01-01,ckn_pesto_m,1,16.75,16.75
48,2015-01-01,green_garden_s,1,12.0,12.0
48,2015-01-01,prsc_argla_l,1,20.75,20.75
48,2015-01-01,spicy_ital_l,1,20.75,20.75
49,2015-01-01,sicilian_l,1,20.25,20.25
50,2015-01-01,the_greek_xl,1,25.5,25.5
51,2015-01-01,bbq_ckn_l,1,20.75,20.75
51,2015-01-01,pep_msh_pep_l,1,17.5,17.5
52,2015-01-01,hawaiian_l,1,16.5,16.5
52,2015-01-01,mexicana_l,1,20.25,20.25
52,2015-01-01,spicy_ital_l,1,20.75,20.75
53,2015-01-01,pep_msh_pep_s,1,11.0,11.0
53,2015-01-01,spinach_supr_m,1,16.5,16.5
54,2015-01-01,prsc_argla_m,1,16.5,16.5
54,2015-01-01,thai_ckn_l,1,20.75,20.75
55,2015-01-01,peppr_salami_s,1,12.5,12.5
55,2015-01-01,spicy_ital_l,1,20.75,20.75
56,2015-01-01,classic_dlx_m,1,16.0,16.0
56,2015-01-01,mediterraneo_l,1,20.25,20.25
56,2015-01-01,southw_ckn_m,1,16.75,16.75
57,2015-01-01,classic_dlx_m,1,16.0,16.0
58,2015-01-01,five_cheese_l,1,18.5,18.5
58,2015-01-01,pepperoni_m,1,12.5,12.5
59,2015-01-01,ital_veggie_s,1,12.75,12.75
59,2015-01-01,pep_msh_pep_s,1,11.0,11.0
59,2015-01-01,pepperoni_l,1,15.25,15.25
60,2015-01-01,ckn_pesto_l,1,20.75,20.75
60,2015-01-01,four_cheese_m,1,14.75,14.75
61,2015-01-01,bbq_ckn_m,1,16.75,16.75
61,2015-01-01,ital_supr_l,1,20.75,20.75
62,2015-01-01,bbq_ckn_m,1,16.75,16.75
62,2015-01-01,spinach_supr_m,1,16.5,16.5
63,2015-01-01,pep_msh_pep_m,1,14.5,14.5
64,2015-01-01,big_meat_s,1,12.0,12.0
65,2015-01-01,pep_msh_pep_s,1,11.0,11.0
65,2015-01-01,sicilian_s,1,12.25,12.25
65,2015-01-01,spicy_ital_s,1,12.5,12.5
65,2015-01-01,spinach_supr_m,1,16.5,16.5
66,2015-01-01,classic_dlx_m,1,16.0,16.0
66,2015-01-01,ital_cpcllo_m,1,16.0,16.0
67,2015-01-01,southw_ckn_l,1,20.75,20.75
68,2015-01-01,classic_dlx_m,1,16.0,16.0
68,2015-01-01,ital_supr_l,1,20.75,20.75
68,2015-01-01,ital_supr_m,1,16.5,16.5
69,2015-01-01,bbq_ckn_l,1,20.75,20.75
70,2015-01-01,ital_veggie_s,1,12.75,12.75
70,2015-01-01,soppressata_l,1,20.75,20.75
71,2015-01-01,thai_ckn_l,1,20.75,20.75
72,2015-01-01,spinach_fet_l,1,20.25,20.25
73,2015-01-01,thai_ckn_s,1,12.75,12.75
74,2015-01-01,five_cheese_l,1,18.5,18.5
74,2015-01-01,mexicana_l,1,20.25,20.25
74,2015-01-01,spin_pesto_s,1,12.5,12.5
74,2015-01-01,spinach_supr_l,1,20.75,20.75
75,2015-01-01,ital_supr_s,1,12.5,12.5
75,2015-01-01,mediterraneo_l,1,20.25,20.25
75,2015-01-01,napolitana_l,1,20.5,20.5
76,2015-01-01,big_meat_s,1,12.0,12.0
76,2015-01-01,hawaiian_l,1,16.5,16.5
76,2015-01-01,ital_veggie_l,1,21.0,21.0
76,2015-01-01,spicy_ital_l,1,20.75,20.75
77,2015-01-01,bbq_ckn_m,1,16.75,16.75
77,2015-01-01,hawaiian_m,1,13.25,13.25
78,2015-01-01,big_meat_s,1,12.0,12.0
78,2015-01-01,classic_dlx_s,1,12.0,12.0
78,2015-01-01,four_cheese_l,1,17.95,17.95
78,2015-01-01,ital_cpcllo_m,1,16.0,16.0
78,2015-01-01,spicy_ital_l,3,20.75,62.25
78,2015-01-01,thai_ckn_s,1,12.75,12.75
79,2015-01-01,ital_cpcllo_l,1,20.5,20.5
79,2015-01-01,pep_msh_pep_s,1,11.0,11.0
79,2015-01-01,thai_ckn_l,1,20.75,20.75
80,2015-01-01,pepperoni_s,1,9.75,9.75
80,2015-01-01,thai_ckn_m,1,16.75,16.75
81,2015-01-01,thai_ckn_l,1,20.75,20.75
82,2015-01-01,big_meat_s,1,12.0,12.0
82,2015-01-01,cali_ckn_m,1,16.75,16.75
82,2015-01-01,spicy_ital_l,1,20.75,20.75
82,2015-01-01,veggie_veg_m,1,16.0,16.0
83,2015-01-01,southw_ckn_s,1,12.75,12.75
84,2015-01-01,pepperoni_l,1,15.25,15.25
85,2015-01-01,classic_dlx_m,1,16.0,16.0
85,2015-01-01,classic_dlx_s,1,12.0,12.0
85,2015-01-01,ital_supr_l,1,20.75,20.75
85,2015-01-01,the_greek_m,1,16.0,16.0
86,2015-01-01,hawaiian_l,1,16.5,16.5
87,2015-01-01,ital_cpcllo_m,1,16.0,16.0
87,2015-01-01,mexicana_m,1,16.0,16.0
87,2015-01-01,spinach_supr_l,1,20.75,20.75
87,2015-01-01,spinach_supr_s,1,12.5,12.5
88,2015-01-01,five_cheese_l,1,18.5,18.5
89,2015-01-01,soppressata_l,1,20.75,20.75
89,2015-01-01,thai_ckn_l,1,20.75,20.75
90,2015-01-01,sicilian_l,1,20.25,20.25
90,2015-01-01,thai_ckn_s,1,12.75,12.75
91,2015-01-01,bbq_ckn_l,2,20.75,41.5
91,2015-01-01,ckn_pesto_s,1,12.75,12.75
91,2015-01-01,pepperoni_s,1,9.75,9.75
92,2015-01-01,bbq_ckn_m,1,16.75,16.75
92,2015-01-01,ital_supr_l,1,20.75,20.75
92,2015-01-01,ital_supr_m,1,16.5,16.5
92,2015-01-01,ital_veggie_s,1,12.75,12.75
92,2015-01-01,pepperoni_m,1,12.5,12.5
92,2015-01-01,peppr_salami_m,1,16.5,16.5
92,2015-01-01,spinach_fet_s,1,12.0,12.0
92,2015-01-01,spinach_supr_s,1,12.5,12.5
92,2015-01-01,the_greek_m,2,16.0,32.0
93,2015-01-01,sicilian_m,1,16.25,16.25
94,2015-01-01,ital_cpcllo_m,1,16.0,16.0
94,2015-01-01,southw_ckn_s,1,12.75,12.75
95,2015-01-01,napolitana_s,1,12.0,12.0
95,2015-01-01,peppr_salami_l,1,20.75,20.75
96,2015-01-01,napolitana_s,1,12.0,12.0
97,2015-01-01,big_meat_s,1,12.0,12.0
98,2015-01-01,classic_dlx_l,1,20.5,20.5
98,2015-01-01,napolitana_l,1,20.5,20.5
99,2015-01-01,ital_supr_l,1,20.75,20.75
100,2015-01-01,hawaiian_l,1,16.5,16.5
101,2015-01-01,cali_ckn_l,1,20.75,20.75
101,2015-01-01,pepperoni_l,1,15.25,15.25
101,2015-01-01,soppressata_l,1,20.75,20.75
101,2015-01-01,spicy_ital_m,1,16.5,16.5
102,2015-01-01,bbq_ckn_s,1,12.75,12.75
102,2015-01-01,prsc_argla_s,1,12.5,12.5
103,2015-01-01,spinach_supr_s,1,12.5,12.5
104,2015-01-01,bbq_ckn_m,1,16.75,16.75
104,2015-01-01,ckn_alfredo_m,1,16.75,16.75
104,2015-01-01,ital_veggie_m,1,16.75,16.75
104,2015-01-01,veggie_veg_l,1,20.25,20.25
105,2015-01-01,hawaiian_s,2,10.5,21.0
105,2015-01-01,pepperoni_l,1,15.25,15.25
105,2015-01-01,prsc_argla_m,1,16.5,16.5
106,2015-01-01,mexicana_l,1,20.25,20.25
106,2015-01-01,spicy_ital_l,1,20.75,20.75
107,2015-01-01,cali_ckn_l,1,20.75,20.75
107,2015-01-01,ital_supr_m,1,16.5,16.5
107,2015-01-01,spicy_ital_l,1,20.75,20.75
107,2015-01-01,veggie_veg_l,1,20.25,20.25
108,2015-01-01,classic_dlx_l,1,20.5,20.5
108,2015-01-01,hawaiian_l,1,16.5,16.5
108,2015-01-01,spinach_supr_l,1,20.75,20.75
109,2015-01-01,ital_cpcllo_l,1,20.5,20.5
109,2015-01-01,ital_supr_l,1,20.75,20.75
109,2015-01-01,pepperoni_m,1,12.5,12.5
109,2015-01-01,prsc_argla_l,1,20.75,20.75
110,2015-01-01,big_meat_s,1,12.0,12.0
110,2015-01-01,napolitana_l,1,20.5,20.5
110,2015-01-01,soppressata_l,1,20.75,20.75
110,2015-01-01,spicy_ital_s,1,12.5,12.5
111,2015-01-01,cali_ckn_m,1,16.75,16.75
111,2015-01-01,five_cheese_l,1,18.5,18.5
111,2015-01-01,pepperoni_m,1,12.5,12.5
111,2015-01-01,spin_pesto_l,1,20.75,20.75
112,2015-01-01,pepperoni_s,1,9.75,9.75
113,2015-01-01,cali_ckn_l,1,20.75,20.75
113,2015-01-01,mexicana_l,1,20.25,20.25
113,2015-01-01,southw_ckn_m,1,16.75,16.75
114,2015-01-01,pepperoni_l,1,15.25,15.25
114,2015-01-01,sicilian_s,1,12.25,12.25
115,2015-01-01,big_meat_s,1,12.0,12.0
115,2015-01-01,napolitana_l,1,20.5,20.5
115,2015-01-01,thai_ckn_m,1,16.75,16.75
116,2015-01-01,five_cheese_l,1,18.5,18.5
117,2015-01-01,peppr_salami_m,1,16.5,16.5
117,2015-01-01,sicilian_l,1,20.25,20.25
118,2015-01-01,prsc_argla_l,1,20.75,20.75
118,2015-01-01,spinach_fet_s,1,12.0,12.0
119,2015-01-01,four_cheese_m,1,14.75,14.75
120,2015-01-01,classic_dlx_s,1,12.0,12.0
120,2015-01-01,hawaiian_s,1,10.5,10.5
120,2015-01-01,spinach_fet_l,1,20.25,20.25
121,2015-01-01,bbq_ckn_m,1,16.75,16.75
121,2015-01-01,four_cheese_l,1,17.95,17.95
121,2015-01-01,sicilian_l,1,20.25,20.25
121,2015-01-01,southw_ckn_l,1,20.75,20.75
122,2015-01-01,ital_supr_m,1,16.5,16.5
123,2015-01-01,ital_cpcllo_s,1,12.0,12.0
124,2015-01-01,bbq_ckn_s,1,12.75,12.75
124,2015-01-01,sicilian_l,1,20.25,20.25
124,2015-01-01,spicy_ital_l,1,20.75,20.75
124,2015-01-01,the_greek_s,1,12.0,12.0
125,2015-01-01,the_greek_xl,1,25.5,25.5
126,2015-01-01,veggie_veg_l,1,20.25,20.25
127,2015-01-01,pepperoni_m,1,12.5,12.5
128,2015-01-01,spicy_ital_s,1,12.5,12.5
129,2015-01-01,big_meat_s,1,12.0,12.0
129,2015-01-01,the_greek_m,1,16.0,16.0
130,2015-01-01,hawaiian_s,1,10.5,10.5
130,2015-01-01,ital_cpcllo_l,1,20.5,20.5
130,2015-01-01,mexicana_m,1,16.0,16.0
130,2015-01-01,southw_ckn_s,1,12.75,12.75
131,2015-01-01,ckn_pesto_l,1,20.75,20.75
131,2015-01-01,five_cheese_l,1,18.5,18.5
131,2015-01-01,green_garden_s,1,12.0,12.0
131,2015-01-01,spinach_supr_s,1,12.5,12.5
132,2015-01-01,pepperoni_s,1,9.75,9.75
133,2015-01-01,bbq_ckn_l,1,20.75,20.75
133,2015-01-01,hawaiian_l,1,16.5,16.5
133,2015-01-01,the_greek_s,1,12.0,12.0
134,2015-01-01,big_meat_s,1,12.0,12.0
134,2015-01-01,southw_ckn_l,1,20.75,20.75
134,2015-01-01,spinach_supr_s,1,12.5,12.5
135,2015-01-01,veggie_veg_l,1,20.25,20.25
136,2015-01-01,five_cheese_l,1,18.5,18.5
136,2015-01-01,peppr_salami_s,1,12.5,12.5
137,2015-01-01,mediterraneo_l,1,20.25,20.25
137,2015-01-01,pepperoni_s,1,9.75,9.75
137,2015-01-01,spicy_ital_m,1,16.5,16.5
138,2015-01-01,cali_ckn_m,1,16.75,16.75
138,2015-01-01,four_cheese_l,1,17.95,17.95
138,2015-01-01,ital_veggie_l,1,21.0,21.0
138,2015-01-01,sicilian_m,1,16.25,16.25
139,2015-01-01,five_cheese_l,1,18.5,18.5
140,2015-01-01,prsc_argla_s,1,12.5,12.5
140,2015-01-01,veggie_veg_m,1,16.0,16.0
141,2015-01-01,classic_dlx_m,1,16.0,16.0
142,2015-01-01,green_garden_m,1,16.0,16.0
143,2015-01-01,cali_ckn_s,1,12.75,12.75
143,2015-01-01,classic_dlx_s,1,12.0,12.0
143,2015-01-01,hawaiian_l,1,16.5,16.5
143,2015-01-01,mexicana_m,1,16.0,16.0
143,2015-01-01,pepperoni_l,1,15.25,15.25
143,2015-01-01,prsc_argla_s,1,12.5,12.5
143,2015-01-01,thai_ckn_l,1,20.75,20.75
143,2015-01-01,veggie_veg_m,1,16.0,16.0
144,2015-01-01,bbq_ckn_m,3,16.75,50.25
144,2015-01-01,big_meat_s,1,12.0,12.0
144,2015-01-01,cali_ckn_l,1,20.75,20.75
144,2015-01-01,ckn_pesto_m,1,16.75,16.75
144,2015-01-01,five_cheese_l,1,18.5,18.5
144,2015-01-01,four_cheese_l,1,17.95,17.95
144,2015-01-01,pep_msh_pep_s,1,11.0,11.0
144,2015-01-01,southw_ckn_l,1,20.75,20.75
144,2015-01-01,southw_ckn_s,1,12.75,12.75
144,2015-01-01,spicy_ital_l,1,20.75,20.75
144,2015-01-01,thai_ckn_m,1,16.75,16.75
144,2015-01-01,veggie_veg_l,1,20.25,20.25
145,2015-01-01,the_greek_s,1,12.0,12.0
146,2015-01-01,cali_ckn_l,1,20.75,20.75
146,2015-01-01,four_cheese_m,1,14.75,14.75
146,2015-01-01,hawaiian_m,1,13.25,13.25
147,2015-01-01,the_greek_xl,1,25.5,25.5
148,2015-01-01,mediterraneo_s,1,12.0,12.0
149,2015-01-01,spinach_fet_m,1,16.0,16.0
150,2015-01-01,pepperoni_m,1,12.5,12.5
151,2015-01-01,southw_ckn_l,1,20.75,20.75
151,2015-01-01,spinach_supr_s,1,12.5,12.5
152,2015-01-01,hawaiian_s,1,10.5,10.5
152,2015-01-01,spinach_fet_l,1,20.25,20.25
152,2015-01-01,thai_ckn_s,1,12.75,12.75
152,2015-01-01,the_greek_m,1,16.0,16.0
153,2015-01-01,mexicana_m,1,16.0,16.0
154,2015-01-01,prsc_argla_s,1,12.5,12.5
155,2015-01-01,ckn_pesto_s,1,12.75,12.75
155,2015-01-01,napolitana_l,1,20.5,20.5
155,2015-01-01,pepperoni_l,1,15.25,15.25
155,2015-01-01,peppr_salami_l,1,20.75,20.75
156,2015-01-01,napolitana_m,1,16.0,16.0
156,2015-01-01,thai_ckn_l,1,20.75,20.75
157,2015-01-01,ital_supr_l,1,20.75,20.75
157,2015-01-01,mediterraneo_m,1,16.0,16.0
157,2015-01-01,sicilian_m,1,16.25,16.25
157,2015-01-01,spin_pesto_m,1,16.5,16.5
158,2015-01-01,ital_veggie_m,1,16.75,16.75
158,2015-01-01,thai_ckn_m,1,16.75,16.75
159,2015-01-01,four_cheese_l,1,17.95,17.95
159,2015-01-01,thai_ckn_m,1,16.75,16.75
160,2015-01-01,classic_dlx_m,1,16.0,16.0
161,2015-01-01,hawaiian_s,1,10.5,10.5
161,2015-01-01,spicy_ital_m,1,16.5,16.5
161,2015-01-01,the_greek_xl,1,25.5,25.5
162,2015-01-01,big_meat_s,1,12.0,12.0
163,2015-01-01,hawaiian_m,1,13.25,13.25
163,2015-01-01,pepperoni_l,1,15.25,15.25
163,2015-01-01,the_greek_m,1,16.0,16.0
164,2015-01-01,cali_ckn_l,1,20.75,20.75
164,2015-01-01,pepperoni_m,1,12.5,12.5
165,2015-01-01,prsc_argla_m,1,16.5,16.5
166,2015-01-01,prsc_argla_s,1,12.5,12.5
167,2015-01-01,bbq_ckn_l,1,20.75,20.75
167,2015-01-01,ital_supr_m,1,16.5,16.5
167,2015-01-01,pepperoni_m,1,12.5,12.5
168,2015-01-01,big_meat_s,1,12.0,12.0
168,2015-01-01,veggie_veg_m,1,16.0,16.0
169,2015-01-01,four_cheese_l,1,17.95,17.95
169,2015-01-01,ital_cpcllo_s,1,12.0,12.0
169,2015-01-01,sicilian_m,1,16.25,16.25
170,2015-01-01,hawaiian_l,1,16.5,16.5
171,2015-01-01,napolitana_m,1,16.0,16.0
172,2015-01-01,napolitana_s,1,12.0,12.0
172,2015-01-01,spinach_supr_m,1,16.5,16.5
172,2015-01-01,thai_ckn_l,1,20.75,20.75
173,2015-01-01,cali_ckn_m,1,16.75,16.75
173,2015-01-01,classic_dlx_m,1,16.0,16.0
173,2015-01-01,veggie_veg_l,1,20.25,20.25
174,2015-01-01,big_meat_s,1,12.0,12.0
174,2015-01-01,cali_ckn_l,1,20.75,20.75
174,2015-01-01,cali_ckn_m,1,16.75,16.75
174,2015-01-01,ital_cpcllo_m,1,16.0,16.0
175,2015-01-01,ital_supr_l,1,20.75,20.75
176,2015-01-01,cali_ckn_l,1,20.75,20.75
176,2015-01-01,peppr_salami_m,1,16.5,16.5
177,2015-01-01,napolitana_s,1,12.0,12.0
177,2015-01-01,thai_ckn_l,1,20.75,20.75
178,2015-01-01,peppr_salami_l,1,20.75,20.75
179,2015-01-01,hawaiian_l,1,16.5,16.5
179,2015-01-01,sicilian_m,1,16.25,16.25
179,2015-01-01,veggie_veg_s,1,12.0,12.0
180,2015-01-01,classic_dlx_l,1,20.5,20.5
180,2015-01-01,prsc_argla_l,1,20.75,20.75
181,2015-01-01,mexicana_l,1,20.25,20.25
182,2015-01-01,brie_carre_s,1,23.65,23.65
182,2015-01-01,peppr_salami_l,1,20.75,20.75
183,2015-01-01,napolitana_m,1,16.0,16.0
183,2015-01-01,spin_pesto_l,1,20.75,20.75
183,2015-01-01,spin_pesto_s,1,12.5,12.5
184,2015-01-01,hawaiian_l,1,16.5,16.5
185,2015-01-01,sicilian_m,1,16.25,16.25
185,2015-01-01,spin_pesto_s,1,12.5,12.5
186,2015-01-01,mexicana_l,1,20.25,20.25
186,2015-01-01,southw_ckn_l,1,20.75,20.75
186,2015-01-01,spin_pesto_l,1,20.75,20.75
186,2015-01-01,thai_ckn_l,1,20.75,20.75
187,2015-01-01,five_cheese_l,1,18.5,18.5
187,2015-01-01,spin_pesto_l,1,20.75,20.75
188,2015-01-01,five_cheese_l,1,18.5,18.5
188,2015-01-01,pepperoni_s,1,9.75,9.75
188,2015-01-01,peppr_salami_l,1,20.75,20.75
189,2015-01-01,big_meat_s,2,12.0,24.0
189,2015-01-01,thai_ckn_s,1,12.75,12.75
190,2015-01-01,bbq_ckn_l,1,20.75,20.75
190,2015-01-01,four_cheese_m,1,14.75,14.75
190,2015-01-01,pep_msh_pep_s,1,11.0,11.0
190,2015-01-01,prsc_argla_l,1,20.75,20.75
191,2015-01-01,cali_ckn_l,1,20.75,20.75
191,2015-01-01,ckn_alfredo_m,1,16.75,16.75
192,2015-01-01,sicilian_s,1,12.25,12.25
192,2015-01-01,southw_ckn_l,1,20.75,20.75
193,2015-01-01,big_meat_s,1,12.0,12.0
193,2015-01-01,cali_ckn_m,1,16.75,16.75
193,2015-01-01,ckn_alfredo_l,2,20.75,41.5
194,2015-01-01,bbq_ckn_s,1,12.75,12.75
195,2015-01-01,bbq_ckn_l,1,20.75,20.75
196,2015-01-01,sicilian_s,1,12.25,12.25
196,2015-01-01,spicy_ital_m,1,16.5,16.5
196,2015-01-01,veggie_veg_m,1,16.0,16.0
197,2015-01-01,four_cheese_l,1,17.95,17.95
197,2015-01-01,ital_cpcllo_l,1,20.5,20.5
197,2015-01-01,ital_veggie_l,1,21.0,21.0
197,2015-01-01,soppressata_l,1,20.75,20.75
198,2015-01-01,big_meat_s,1,12.0,12.0
198,2015-01-01,ckn_alfredo_l,1,20.75,20.75
199,2015-01-01,ckn_alfredo_m,1,16.75,16.75
200,2015-01-01,the_greek_xl,1,25.5,25.5
201,2015-01-01,calabrese_m,1,16.25,16.25
201,2015-01-01,ckn_pesto_l,1,20.75,20.75
201,2015-01-01,ital_supr_l,1,20.75,20.75
201,2015-01-01,the_greek_xl,1,25.5,25.5
202,2015-01-01,cali_ckn_s,1,12.75,12.75
203,2015-01-01,cali_ckn_l,1,20.75,20.75
203,2015-01-01,ital_veggie_m,1,16.75,16.75
203,2015-01-01,pep_msh_pep_l,1,17.5,17.5
203,2015-01-01,the_greek_s,1,12.0,12.0
204,2015-01-01,spicy_ital_l,1,20.75,20.75
205,2015-01-01,cali_ckn_s,1,12.75,12.75
205,2015-01-01,ckn_alfredo_m,1,16.75,16.75
205,2015-01-01,prsc_argla_s,1,12.5,12.5
206,2015-01-01,napolitana_m,1,16.0,16.0
206,2015-01-01,pepperoni_s,1,9.75,9.75
206,2015-01-01,spicy_ital_l,1,20.75,20.75
207,2015-01-01,spicy_ital_l,1,20.75,20.75
208,2015-01-01,bbq_ckn_l,1,20.75,20.75
208,2015-01-01,bbq_ckn_s,1,12.75,12.75
208,2015-01-01,ckn_alfredo_m,1,16.75,16.75
208,2015-01-01,pepperoni_m,1,12.5,12.5
208,2015-01-01,the_greek_m,1,16.0,16.0
209,2015-01-01,cali_ckn_l,1,20.75,20.75
210,2015-01-01,spinach_fet_s,1,12.0,12.0
211,2015-01-01,pepperoni_s,1,9.75,9.75
212,2015-01-01,ital_cpcllo_l,1,20.5,20.5
213,2015-01-01,four_cheese_l,1,17.95,17.95
214,2015-01-01,ital_cpcllo_l,1,20.5,20.5
214,2015-01-01,ital_supr_m,1,16.5,16.5
214,2015-01-01,mexicana_s,1,12.0,12.0
214,2015-01-01,spin_pesto_m,1,16.5,16.5
215,2015-01-01,green_garden_s,1,12.0,12.0
216,2015-01-01,bbq_ckn_m,1,16.75,16.75
216,2015-01-01,five_cheese_l,1,18.5,18.5
216,2015-01-01,hawaiian_l,1,16.5,16.5
